datetime	issuance_year	coupon	maturity	price	yield	calc date	unit	quantity	trade_type
11/30/2023 12:49:30 PM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	5000	Customer bought
11/30/2023 12:49:30 PM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	5000	Inter-dealer trade
11/30/2023 12:10:28 PM	2023	4	12/01/2053	98.313	4.098	12/01/2053	100	5000	Customer bought
11/30/2023 12:10:25 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	5000	Inter-dealer trade
11/30/2023 12:10:25 PM	2023	4	12/01/2053	97.613	4.14	12/01/2053	100	5000	Inter-dealer trade
11/30/2023 11:51:31 AM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	45000	Customer bought
11/30/2023 11:51:31 AM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	45000	Inter-dealer trade
11/30/2023 11:36:12 AM	2017	5	12/01/2026	106.104	2.862	12/01/2026	100	15000	Customer sold
11/30/2023 11:36:01 AM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	50000	Inter-dealer trade
11/30/2023 11:36:01 AM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	50000	Customer bought
11/30/2023 11:18:11 AM	2021	2	09/15/2031	82.8	4.661	09/15/2031	100	5000	Inter-dealer trade
11/30/2023 11:18:11 AM	2021	2	09/15/2031	82.625	4.691	09/15/2031	100	5000	Customer sold
11/30/2023 10:11:08 AM	2023	5	12/01/2024	101.986	2.888	12/01/2024	100	170000	Customer bought
11/30/2023 10:09:53 AM	2023	4	12/01/2043	101.582	3.79	12/01/2032	100	625000	Customer bought
11/30/2023 10:09:06 AM	2023	4	12/01/2042	102.04	3.73	12/01/2032	100	30000	Customer bought
11/30/2023 09:39:42 AM	2023	4	12/01/2050	98.697	4.08	12/01/2050	100	100000	Inter-dealer trade
11/30/2023 09:39:42 AM	2023	4	12/01/2050	98.697	4.08	12/01/2050	100	100000	Customer bought
11/30/2023 08:59:21 AM	2022	4	10/15/2031	106.991	2.87	10/15/2030	100	25000	Customer bought
11/30/2023 08:09:32 AM	2023	4	12/01/2040	103.273	3.57	12/01/2032	100	590000	Customer bought
11/30/2023 07:37:21 AM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	5000	Customer bought
11/30/2023 07:37:21 AM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	5000	Inter-dealer trade
11/30/2023 07:37:20 AM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	20000	Inter-dealer trade
11/30/2023 07:37:20 AM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	20000	Customer bought
11/30/2023 07:37:17 AM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	5000	Inter-dealer trade
11/30/2023 07:37:17 AM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	5000	Customer bought
11/30/2023 07:37:15 AM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	100000	Inter-dealer trade
11/30/2023 07:37:15 AM	2023	4	12/01/2041	102.577	3.66	12/01/2032	100	100000	Customer bought
11/30/2023 07:37:13 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	20000	Customer bought
11/30/2023 07:37:13 AM	2023	4	12/01/2052	98.312	4.1	12/01/2052	100	20000	Inter-dealer trade
11/30/2023 07:37:11 AM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Customer bought
11/30/2023 07:37:11 AM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Inter-dealer trade
11/30/2023 07:37:09 AM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	5000	Customer bought
11/30/2023 07:37:09 AM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	5000	Inter-dealer trade
11/30/2023 07:37:07 AM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	25000	Inter-dealer trade
11/30/2023 07:37:07 AM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	25000	Customer bought
11/30/2023 07:37:06 AM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	35000	Inter-dealer trade
11/30/2023 07:37:06 AM	2023	4	12/01/2048	99.529	4.03	12/01/2048	100	35000	Customer bought
11/30/2023 07:37:04 AM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	35000	Inter-dealer trade
11/30/2023 07:37:04 AM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	35000	Customer bought
11/29/2023 04:49:49 PM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	10000	Customer bought
11/29/2023 04:49:49 PM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	10000	Inter-dealer trade
11/29/2023 04:36:50 PM	2023	4	12/01/2050	98.697	4.08	12/01/2050	100	60000	Customer bought
11/29/2023 04:36:50 PM	2023	4	12/01/2050	98.697	4.08	12/01/2050	100	60000	Inter-dealer trade
11/29/2023 04:32:17 PM	2023	4	12/01/2050	98.697	4.08	12/01/2050	100	100000	Customer bought
11/29/2023 04:32:17 PM	2023	4	12/01/2050	98.697	4.08	12/01/2050	100	100000	Inter-dealer trade
11/29/2023 04:28:23 PM	2023	4	12/01/2040	103.273	3.57	12/01/2032	100	15000	Customer bought
11/29/2023 04:27:58 PM	2023	4	12/01/2036	107.24	3.07	12/01/2032	100	115000	Customer bought
11/29/2023 04:27:57 PM	2023	4	12/01/2037	105.872	3.24	12/01/2032	100	75000	Customer bought
11/29/2023 04:27:28 PM	2023	4	12/01/2038	104.76	3.38	12/01/2032	100	40000	Customer bought
11/29/2023 04:27:28 PM	2023	4	12/01/2039	104.053	3.47	12/01/2032	100	150000	Customer bought
11/29/2023 04:25:56 PM	2023	4	12/01/2035	108.547	2.91	12/01/2032	100	100000	Customer bought
11/29/2023 04:24:56 PM	2023	5	12/01/2034	118.645	2.65	12/01/2032	100	350000	Customer bought
11/29/2023 04:23:04 PM	2023	5	12/01/2033	119.437	2.56	12/01/2032	100	250000	Customer bought
11/29/2023 04:22:37 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Customer bought
11/29/2023 04:22:37 PM	2023	4	12/01/2053	98.113	4.11	12/01/2053	100	10000	Inter-dealer trade
11/29/2023 04:19:58 PM	2023	5	12/01/2028	111.657	2.49	12/01/2028	100	400000	Customer bought
11/29/2023 04:19:33 PM	2023	5	12/01/2029	113.717	2.51	12/01/2029	100	400000	Customer bought
11/29/2023 04:18:13 PM	2023	5	12/01/2030	115.684	2.53	12/01/2030	100	400000	Customer bought
11/29/2023 04:17:52 PM	2023	5	12/01/2032	119.437	2.56	12/01/2032	100	400000	Customer bought
11/29/2023 04:17:32 PM	2023	5	12/01/2031	117.64	2.54	12/01/2031	100	235000	Customer bought
11/29/2023 04:16:38 PM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	5000	Customer bought
11/29/2023 04:16:38 PM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	5000	Inter-dealer trade
11/29/2023 04:15:17 PM	2023	5	12/01/2026	106.779	2.61	12/01/2026	100	100000	Customer bought
11/29/2023 04:14:14 PM	2023	5	12/01/2027	109.186	2.55	12/01/2027	100	65000	Customer bought
11/29/2023 04:12:59 PM	2023	5	12/01/2026	106.779	2.61	12/01/2026	100	435000	Customer bought
11/29/2023 04:12:36 PM	2023	5	12/01/2027	109.186	2.55	12/01/2027	100	300000	Customer bought
11/29/2023 04:10:42 PM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	100000	Inter-dealer trade
11/29/2023 04:10:42 PM	2023	5	12/01/2024	101.973	2.902	12/01/2024	100	100000	Customer bought
11/29/2023 04:04:46 PM	2023	4	12/01/2043	101.582	3.79	12/01/2032	100	25000	Inter-dealer trade
11/29/2023 04:04:46 PM	2023	4	12/01/2043	101.582	3.79	12/01/2032	100	25000	Customer bought
11/29/2023 04:04:39 PM	2023	5	12/01/2031	117.64	2.54	12/01/2031	100	150000	Customer bought
11/29/2023 04:04:36 PM	2023	5	12/01/2033	119.437	2.56	12/01/2032	100	150000	Customer bought
11/29/2023 04:04:25 PM	2023	5	12/01/2028	111.657	2.49	12/01/2028	100	145000	Customer bought
11/29/2023 04:04:23 PM	2023	5	12/01/2029	113.717	2.51	12/01/2029	100	150000	Customer bought
11/29/2023 04:04:20 PM	2023	5	12/01/2034	118.645	2.65	12/01/2032	100	195000	Customer bought
11/29/2023 04:04:19 PM	2023	4	12/01/2036	107.24	3.07	12/01/2032	100	455000	Customer bought
11/29/2023 04:04:18 PM	2023	5	12/01/2030	115.684	2.53	12/01/2030	100	155000	Customer bought
11/29/2023 04:04:16 PM	2023	4	12/01/2035	108.547	2.91	12/01/2032	100	455000	Customer bought
11/29/2023 04:04:15 PM	2023	4	12/01/2037	105.872	3.24	12/01/2032	100	505000	Customer bought
11/29/2023 04:03:58 PM	2023	5	12/01/2027	109.186	2.55	12/01/2027	100	175000	Customer bought
11/29/2023 04:03:39 PM	2023	4	12/01/2038	104.76	3.38	12/01/2032	100	550000	Customer bought
11/29/2023 04:03:23 PM	2023	4	12/01/2039	104.053	3.47	12/01/2032	100	445000	Customer bought
11/29/2023 04:03:06 PM	2023	5	12/01/2031	117.64	2.54	12/01/2031	100	150000	Customer bought
11/29/2023 04:02:50 PM	2023	5	12/01/2032	119.437	2.56	12/01/2032	100	145000	Customer bought
11/29/2023 04:02:27 PM	2023	5	12/01/2033	119.437	2.56	12/01/2032	100	150000	Customer bought
11/29/2023 04:02:05 PM	2023	4	12/01/2042	102.04	3.73	12/01/2032	100	215000	Customer bought
11/29/2023 04:01:05 PM	2023	4	12/01/2053	97.613	4.14	12/01/2053	100	300000	Inter-dealer trade
11/29/2023 04:01:01 PM	2023	4	12/01/2052	97.812	4.13	12/01/2052	100	200000	Inter-dealer trade
11/29/2023 04:00:59 PM	2023	5	12/01/2025	104.241	2.769	12/01/2025	100	525000	Inter-dealer trade
11/29/2023 04:00:00 PM	2023	5	12/01/2025	104.316	2.73	12/01/2025	100	525000	Customer bought
11/29/2023 11:44:31 AM	2022	4	10/15/2031	106.002	3.026	10/15/2030	100	25000	Customer sold
11/28/2023 11:13:05 AM	2022	4	10/15/2031	105.976	3.03	10/15/2030	100	15000	Customer bought
11/28/2023 11:07:00 AM	2022	4	10/15/2031	105.912	3.04	10/15/2030	100	15000	Inter-dealer trade
11/28/2023 10:30:42 AM	2021	5	09/15/2027	107.785	2.819	09/15/2027	100	135000	Customer bought
11/28/2023 10:30:39 AM	2021	5	09/15/2027	107.77	2.824	09/15/2027	100	135000	Customer sold
11/28/2023 09:47:45 AM	2019	5	09/01/2028	110.431	2.649	09/01/2028	100	175000	Customer bought
11/27/2023 11:58:09 AM	2021	2	09/15/2036	75.054	4.601	09/15/2036	100	125000	Customer sold
11/27/2023 11:58:09 AM	2021	2	09/15/2036	75.054	4.601	09/15/2036	100	125000	Inter-dealer trade
11/27/2023 11:36:40 AM	2019	5	09/01/2028	109.821	2.78	09/01/2028	100	175000	Customer sold
11/27/2023 11:23:01 AM	2021	2	09/15/2031	84.103	4.434	09/15/2031	100	130000	Inter-dealer trade
11/27/2023 11:23:01 AM	2021	2	09/15/2031	84.103	4.434	09/15/2031	100	130000	Customer sold
11/27/2023 09:33:23 AM	2017	5	12/01/2024	101.697	3.27	12/01/2024	100	100000	Customer bought
11/22/2023 03:13:00 PM	2017	5	12/01/2024	101.486	3.491	12/01/2024	100	100000	Inter-dealer trade
11/22/2023 03:13:00 PM	2017	5	12/01/2024	101.386	3.591	12/01/2024	100	100000	Customer sold
11/22/2023 02:12:43 PM	2017	3	12/01/2033	90.654	4.15	12/01/2033	100	20000	Customer sold
11/22/2023 02:12:43 PM	2017	3	12/01/2033	91.004	4.105	12/01/2033	100	20000	Inter-dealer trade
11/22/2023 02:12:43 PM	2017	3	12/01/2033	90.754	4.137	12/01/2033	100	20000	Inter-dealer trade
11/22/2023 02:12:43 PM	2017	3	12/01/2033	90.754	4.137	12/01/2033	100	20000	Inter-dealer trade
11/22/2023 12:37:00 PM	2022	4	10/15/2031	105.728	3.07	10/15/2030	100	60000	Customer bought
11/22/2023 11:45:00 AM	2022	4	10/15/2031	105.474	3.11	10/15/2030	100	75000	Customer sold
11/22/2023 09:53:38 AM	2022	5	10/15/2030	113.037	2.897	10/15/2030	100	35000	Customer bought
11/22/2023 09:53:36 AM	2022	5	10/15/2030	112.98	2.905	10/15/2030	100	35000	Customer sold
11/21/2023 12:31:10 PM	2021	5	09/15/2028	108.932	2.991	09/15/2028	100	30000	Customer sold
11/21/2023 12:31:10 PM	2021	5	09/15/2028	109.057	2.964	09/15/2028	100	30000	Customer bought
11/21/2023 11:16:04 AM	2019	5	09/01/2026	104.935	3.124	09/01/2026	100	15000	Customer sold
11/20/2023 03:57:03 PM	2017	5	12/01/2028	107.844	2.92	12/01/2027	100	475000	Customer bought
11/20/2023 11:21:14 AM	2017	5	12/01/2023	99.982	5.462	12/01/2023	100	10000	Customer sold
11/20/2023 11:21:14 AM	2017	5	12/01/2023	99.982	5.462	12/01/2023	100	10000	Inter-dealer trade
11/20/2023 11:21:11 AM	2017	5	12/01/2028	107.828	2.924	12/01/2027	100	475000	Customer sold
11/17/2023 03:24:23 PM	2019	5	09/01/2026	105.451	2.94	09/01/2026	100	750000	Customer bought
11/17/2023 11:27:34 AM	2019	5	09/01/2026	105.44	2.944	09/01/2026	100	750000	Customer sold
11/17/2023 09:35:22 AM	2019	5	09/01/2025	103.239	3.11	09/01/2025	100	50000	Customer bought
11/16/2023 03:58:32 PM	2019	5	09/01/2025	102.75	3.392	09/01/2025	100	50000	Customer sold
11/16/2023 03:47:03 PM	2019	5	09/01/2025	102.85	3.335	09/01/2025	100	50000	Inter-dealer trade
11/16/2023 01:58:34 PM	2022	4	10/15/2031	105.36	3.13	10/15/2030	100	100000	Customer sold
11/16/2023 01:46:33 PM	2022	4	10/15/2031	105.425	3.12	10/15/2030	100	100000	Customer bought
11/15/2023 02:35:27 PM	2021	5	09/15/2030	109.619	3.178	09/15/2029	100	20000	Customer sold
11/15/2023 09:30:31 AM	2010	2.875	08/15/2024	99.381	3.721	08/15/2024	100	10000	Inter-dealer trade
11/15/2023 09:30:30 AM	2010	2.875	08/15/2024	99.431	3.652	08/15/2024	100	10000	Customer bought
11/15/2023 09:30:30 AM	2010	2.875	08/15/2024	99.431	3.652	08/15/2024	100	10000	Inter-dealer trade
11/14/2023 08:18:49 AM	2019	5	09/01/2029	108.349	3.11	09/01/2028	100	20000	Customer bought
11/14/2023 08:00:58 AM	2021	5	09/15/2030	110.059	3.1	09/15/2029	100	70000	Customer bought
11/13/2023 03:31:50 PM	2021	2	09/15/2031	80.021	5.129	09/15/2031	100	5000	Customer sold
11/13/2023 03:31:50 PM	2021	2	09/15/2031	80.221	5.093	09/15/2031	100	5000	Inter-dealer trade
11/13/2023 03:31:48 PM	2021	2	09/15/2031	80.421	5.058	09/15/2031	100	5000	Customer bought
11/13/2023 11:07:55 AM	2022	5	10/15/2029	110.155	3.108	10/15/2029	100	25000	Customer sold
11/13/2023 08:50:24 AM	2022	4	10/15/2032	103.045	3.5	10/15/2030	100	30000	Customer bought
11/10/2023 02:05:39 PM	2022	4	10/15/2031	103.857	3.37	10/15/2030	100	50000	Inter-dealer trade
11/10/2023 02:05:38 PM	2022	4	10/15/2031	103.869	3.368	10/15/2030	100	50000	Customer bought
11/10/2023 01:40:33 PM	2019	5	09/01/2029	108.729	3.03	09/01/2028	100	50000	Customer bought
11/10/2023 01:40:31 PM	2019	5	09/01/2029	108.729	3.03	09/01/2028	100	50000	Inter-dealer trade
11/10/2023 11:13:10 AM	2010	2.875	08/15/2024	99.09	4.11	08/15/2024	100	10000	Customer sold
11/10/2023 11:13:10 AM	2010	2.875	08/15/2024	99.09	4.11	08/15/2024	100	10000	Inter-dealer trade
11/10/2023 09:27:49 AM	2021	2	09/15/2034	76.13	4.859	09/15/2034	100	15000	Inter-dealer trade
11/10/2023 09:27:49 AM	2021	2	09/15/2034	76.065	4.868	09/15/2034	100	15000	Customer sold
11/10/2023 09:27:49 AM	2021	2	09/15/2034	77.63	4.651	09/15/2034	100	15000	Customer bought
11/10/2023 09:27:00 AM	2021	2	09/15/2034	76.13	4.859	09/15/2034	100	15000	Inter-dealer trade
11/10/2023 08:47:19 AM	2019	3	09/01/2038	77.16	5.237	09/01/2038	100	25000	Inter-dealer trade
11/10/2023 08:47:17 AM	2019	3	09/01/2038	77.41	5.208	09/01/2038	100	25000	Customer bought
11/09/2023 02:40:07 PM	2019	3	09/01/2038	76.76	5.282	09/01/2038	100	25000	Inter-dealer trade
11/09/2023 02:40:07 PM	2019	3	09/01/2038	76.61	5.3	09/01/2038	100	25000	Customer sold
11/09/2023 01:40:32 PM	2017	5	12/01/2028	106.524	3.267	12/01/2027	100	50000	Customer sold
11/09/2023 01:40:32 PM	2017	5	12/01/2028	106.624	3.241	12/01/2027	100	50000	Customer bought
11/09/2023 01:40:29 PM	2022	4	10/15/2032	102.17	3.642	10/15/2030	100	30000	Customer sold
11/09/2023 01:40:27 PM	2022	4	10/15/2031	102.948	3.516	10/15/2030	100	50000	Customer sold
11/09/2023 11:50:21 AM	2021	2	09/15/2034	76.162	4.854	09/15/2034	100	30000	Inter-dealer trade
11/09/2023 11:50:21 AM	2021	2	09/15/2034	75.912	4.889	09/15/2034	100	30000	Customer sold
11/09/2023 11:50:20 AM	2021	2	09/15/2034	76.948	4.745	09/15/2034	100	30000	Customer bought
11/09/2023 11:50:20 AM	2021	2	09/15/2034	76.448	4.814	09/15/2034	100	30000	Inter-dealer trade
11/09/2023 11:17:05 AM	2021	5	09/15/2030	109.725	3.162	09/15/2029	100	70000	Customer sold
11/09/2023 11:12:10 AM	2019	5	09/01/2027	106.634	3.137	09/01/2027	100	25000	Customer sold
11/09/2023 11:11:03 AM	2021	5	09/15/2028	108.366	3.123	09/15/2028	100	15000	Customer sold
11/09/2023 11:11:03 AM	2021	5	09/15/2028	108.566	3.08	09/15/2028	100	15000	Customer bought
11/09/2023 10:53:31 AM	2021	2	09/15/2034	76.061	4.868	09/15/2034	100	40000	Customer sold
11/09/2023 10:53:31 AM	2021	2	09/15/2034	76.126	4.859	09/15/2034	100	40000	Inter-dealer trade
11/09/2023 10:53:31 AM	2021	2	09/15/2034	76.226	4.845	09/15/2034	100	40000	Customer bought
11/08/2023 01:39:19 PM	2021	2	09/15/2036	70.529	5.167	09/15/2036	100	25000	Inter-dealer trade
11/08/2023 01:39:19 PM	2021	2	09/15/2036	70.599	5.158	09/15/2036	100	25000	Customer bought
11/08/2023 01:39:19 PM	2021	2	09/15/2036	70.529	5.167	09/15/2036	100	25000	Customer sold
11/08/2023 11:43:42 AM	2019	5	09/01/2029	108.064	3.178	09/01/2028	100	70000	Customer sold
11/08/2023 09:42:32 AM	2017	4	12/01/2030	102.026	3.46	12/01/2027	100	50000	Customer bought
11/08/2023 09:32:02 AM	2017	4	12/01/2030	101.928	3.486	12/01/2027	100	50000	Inter-dealer trade
11/07/2023 04:24:28 PM	2021	5	09/15/2030	109.921	3.13	09/15/2029	100	195000	Inter-dealer trade
11/07/2023 04:24:27 PM	2021	5	09/15/2030	109.932	3.128	09/15/2029	100	195000	Customer bought
11/07/2023 02:42:38 PM	2021	5	09/15/2030	109.334	3.235	09/15/2029	100	70000	Inter-dealer trade
11/07/2023 02:42:28 PM	2021	5	09/15/2030	108.884	3.316	09/15/2029	100	70000	Inter-dealer trade
11/07/2023 02:42:28 PM	2021	5	09/15/2030	108.784	3.334	09/15/2029	100	70000	Customer sold
11/07/2023 02:42:28 PM	2021	5	09/15/2030	109.134	3.271	09/15/2029	100	70000	Inter-dealer trade
11/07/2023 01:29:04 PM	2021	5	09/15/2030	109.434	3.217	09/15/2029	100	115000	Customer sold
11/06/2023 12:10:29 PM	2021	5	09/15/2028	107.749	3.26	09/15/2028	100	30000	Inter-dealer trade
11/06/2023 12:10:23 PM	2021	5	09/15/2028	107.834	3.241	09/15/2028	100	30000	Customer bought
11/06/2023 11:18:21 AM	2022	4	10/15/2031	102.433	3.6	10/15/2030	100	10000	Inter-dealer trade
11/06/2023 11:18:20 AM	2022	4	10/15/2031	102.433	3.6	10/15/2030	100	10000	Customer bought
11/03/2023 01:24:01 PM	2021	2	09/15/2031	79.1	5.285	09/15/2031	100	5000	Customer sold
11/03/2023 01:24:01 PM	2021	2	09/15/2031	79.1	5.285	09/15/2031	100	5000	Inter-dealer trade
11/03/2023 01:24:01 PM	2021	2	09/15/2031	79.24	5.26	09/15/2031	100	5000	Customer bought
11/03/2023 10:05:49 AM	2021	5	09/15/2025	102.74	3.46	09/15/2025	100	200000	Customer bought
11/02/2023 03:23:55 PM	2021	5	09/15/2025	102.599	3.54	09/15/2025	100	200000	Customer sold
11/02/2023 10:18:52 AM	2017	4	12/01/2030	100.543	3.854	12/01/2027	100	50000	Customer sold
11/02/2023 10:18:52 AM	2017	4	12/01/2030	100.643	3.827	12/01/2027	100	50000	Inter-dealer trade
11/02/2023 08:08:01 AM	2017	5	12/01/2028	105.48	3.541	12/01/2027	100	35000	Inter-dealer trade
11/02/2023 08:08:01 AM	2017	5	12/01/2028	105.48	3.541	12/01/2027	100	35000	Customer bought
11/02/2023 07:38:47 AM	2012 SERIES A	2	11/15/2023	100	1.982	11/14/2023	100	50000	Customer sold
11/01/2023 04:20:13 PM	2017	5	12/01/2028	104.33	3.842	12/01/2027	100	35000	Customer sold
11/01/2023 04:00:32 PM	2021	5	09/15/2028	106.267	3.584	09/15/2028	100	30000	Customer sold
11/01/2023 11:56:06 AM	2021	5	09/15/2030	106.98	3.666	09/15/2029	100	10000	Customer sold
11/01/2023 10:06:49 AM	2022	5	10/15/2030	109.264	3.487	10/15/2030	100	155000	Customer bought
11/01/2023 10:06:44 AM	2022	5	10/15/2030	109.249	3.489	10/15/2030	100	155000	Customer sold
