datetime	issuance_year	coupon	maturity	price	yield	calc date	unit	quantity	trade_type
02/13/2025 12:05:42 PM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	45000	Inter-dealer trade	
02/13/2025 12:05:44 PM	2025	4	02/01/2041	102.644	3.65	02/01/2034	100	160000	Customer bought	
02/13/2025 12:05:44 PM	2025	4	02/01/2041	102.644	3.65	02/01/2034	100	160000	Inter-dealer trade	
02/13/2025 12:05:45 PM	2025	4	02/01/2040	103.803	3.5	02/01/2034	100	155000	Inter-dealer trade	
02/13/2025 12:05:45 PM	2025	4	02/01/2040	103.803	3.5	02/01/2034	100	155000	Customer bought	
02/13/2025 12:06:41 PM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	10000	Inter-dealer trade	
02/13/2025 12:06:41 PM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	10000	Customer bought	
02/13/2025 02:48:39 PM	2025	4	02/01/2040	103.803	3.5	02/01/2034	100	10000	Customer bought	
02/13/2025 02:48:39 PM	2025	4	02/01/2040	103.803	3.5	02/01/2034	100	10000	Inter-dealer trade	
02/14/2025 07:41:26 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	5000	Inter-dealer trade	
02/14/2025 07:41:26 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	5000	Customer bought	
02/14/2025 09:36:26 AM	2025	4	02/01/2055	96.113	4.23	02/01/2055	100	25000	Inter-dealer trade	
02/14/2025 09:36:27 AM	2025	4	02/01/2055	98.035	4.115	02/01/2055	100	25000	Customer bought	
02/14/2025 09:36:27 AM	2025	4	02/01/2055	96.113	4.23	02/01/2055	100	25000	Inter-dealer trade	
02/14/2025 10:34:25 AM	2018	4	12/01/2032	102.42	3.085	12/01/2027	100	15000	Inter-dealer trade
02/14/2025 02:24:08 PM	2018	4	12/01/2032	102.932	2.896	12/01/2027	100	15000	Customer bought
02/18/2025 07:36:32 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	5000	Inter-dealer trade	
02/18/2025 07:36:32 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	5000	Customer bought	
02/18/2025 07:41:41 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	10000	Customer bought	
02/18/2025 07:41:41 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	10000	Inter-dealer trade	
02/18/2025 07:41:42 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	20000	Inter-dealer trade	
02/18/2025 07:41:42 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	20000	Customer bought	
02/18/2025 10:05:29 AM	2025	4	02/01/2055	95.613	4.261	02/01/2055	100	5000	Inter-dealer trade	
02/18/2025 10:05:29 AM	2025	4	02/01/2055	96.688	4.195	02/01/2055	100	5000	Customer bought	
02/18/2025 10:05:29 AM	2025	4	02/01/2055	96.488	4.207	02/01/2055	100	5000	Inter-dealer trade	
02/18/2025 10:05:29 AM	2025	4	02/01/2055	96.113	4.23	02/01/2055	100	5000	Inter-dealer trade	
02/18/2025 10:20:19 AM	2025	4	02/01/2055	97.113	4.17	02/01/2055	100	10000	Customer bought	
02/18/2025 10:20:19 AM	2025	4	02/01/2055	96.113	4.23	02/01/2055	100	10000	Inter-dealer trade	
02/18/2025 01:55:41 PM	2023	4	12/01/2048	97.452	4.17	12/01/2048	100	20000	Customer sold
02/18/2025 01:55:41 PM	2023	4	12/01/2048	97.517	4.165	12/01/2048	100	20000	Inter-dealer trade	
02/18/2025 01:55:42 PM	2023	4	12/01/2048	97.617	4.158	12/01/2048	100	20000	Customer bought
02/18/2025 02:30:20 PM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	20000	Inter-dealer trade	
02/18/2025 02:30:20 PM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	20000	Customer bought	
02/19/2025 07:41:10 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	50000	Inter-dealer trade	
02/19/2025 07:41:10 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	50000	Customer bought	
02/19/2025 10:50:54 AM	2025	4	02/01/2053	97.806	4.133	02/01/2053	100	105000	Customer bought	
02/19/2025 11:05:02 AM	2025	4	02/01/2055	97.794	4.129	02/01/2055	100	15000	Customer bought	
02/19/2025 11:05:02 AM	2025	4	02/01/2055	96.113	4.23	02/01/2055	100	15000	Inter-dealer trade	
02/19/2025 02:03:18 PM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	30000	Inter-dealer trade	
02/19/2025 02:03:18 PM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	30000	Customer bought	
02/19/2025 02:57:58 PM	2025	4	02/01/2038	105.372	3.3	02/01/2034	100	25000	Inter-dealer trade	
02/19/2025 02:57:58 PM	2025	4	02/01/2038	105.372	3.3	02/01/2034	100	25000	Customer bought	
02/19/2025 03:06:07 PM	2025	4	02/01/2041	102.644	3.65	02/01/2034	100	90000	Customer bought	
02/19/2025 03:06:07 PM	2025	4	02/01/2041	102.644	3.65	02/01/2034	100	90000	Inter-dealer trade	
02/20/2025 07:42:40 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	10000	Inter-dealer trade	
02/20/2025 07:42:40 AM	2025	4	02/01/2043	100.745	3.9	02/01/2034	100	10000	Customer bought	
02/20/2025 07:42:46 AM	2025	4	02/01/2038	105.372	3.3	02/01/2034	100	20000	Inter-dealer trade	
02/20/2025 07:42:46 AM	2025	4	02/01/2038	105.372	3.3	02/01/2034	100	20000	Customer bought	
02/20/2025 11:48:20 AM	2025	4	02/01/2038	105.531	3.28	02/01/2034	100	250000	Inter-dealer trade	
02/20/2025 11:48:23 AM	2025	4	02/01/2038	105.531	3.28	02/01/2034	100	250000	Customer bought	
02/20/2025 04:49:03 PM	2021	5	09/15/2030	109.78	2.708	09/15/2029	100	5000	Customer bought
02/21/2025 08:34:28 AM	2021	2	09/15/2036	80	4.202	09/15/2036	100	5000	Inter-dealer trade
02/21/2025 08:34:28 AM	2021	2	09/15/2036	80	4.202	09/15/2036	100	5000	Customer bought	
02/21/2025 10:41:17 AM	2025	4	02/01/2038	105.056	3.34	02/01/2034	100	55000	Customer bought	
02/24/2025 11:07:10 AM	2016	4	11/01/2028	101.879	2.847	11/01/2026	100	30000	Customer sold
02/24/2025 11:07:11 AM	2022	5	10/15/2030	112.74	2.559	10/15/2030	100	45000	Customer sold
02/24/2025 01:49:25 PM	2023	4	12/01/2047	98.071	4.131	12/01/2047	100	5000	Inter-dealer trade	
02/24/2025 01:49:25 PM	2023	4	12/01/2047	97.931	4.141	12/01/2047	100	5000	Customer sold
02/24/2025 01:49:25 PM	2023	4	12/01/2047	98.071	4.131	12/01/2047	100	5000	Inter-dealer trade
02/24/2025 01:49:25 PM	2023	4	12/01/2047	98.171	4.124	12/01/2047	100	5000	Customer bought
02/24/2025 01:51:44 PM	2019	5	09/01/2029	107.486	2.752	09/01/2028	100	5000	Inter-dealer trade
02/24/2025 01:51:44 PM	2019	5	09/01/2029	107.486	2.752	09/01/2028	100	5000	Customer bought
02/24/2025 03:52:14 PM	2022	4	10/15/2047	98.125	4.128	10/15/2047	100	300000	Inter-dealer trade	
02/24/2025 03:54:11 PM	2022	4	10/15/2047	97.025	4.205	10/15/2047	100	300000	Customer sold
02/24/2025 03:54:30 PM	2022	4	10/15/2047	98.025	4.135	10/15/2047	100	300000	Inter-dealer trade	
02/24/2025 04:35:36 PM	2017	3	12/01/2037	91.753	3.822	12/01/2037	100	25000	Customer bought	
02/24/2025 04:35:36 PM	2017	3	12/01/2037	91.753	3.822	12/01/2037	100	25000	Inter-dealer trade
02/27/2025 11:32:00 AM	2014	2.25	11/01/2027	97.443	3.255	11/01/2027	100	5000	Customer bought
02/27/2025 11:32:00 AM	2014	2.25	11/01/2027	97.343	3.295	11/01/2027	100	5000	Inter-dealer trade
02/27/2025 11:32:00 AM	2014	2.25	11/01/2027	97.343	3.295	11/01/2027	100	5000	Inter-dealer trade
02/27/2025 10:59:21 AM	2021	2	09/15/2035	83.156	3.97	09/15/2035	100	10000	Inter-dealer trade
02/27/2025 10:59:21 AM	2021	2	09/15/2035	83.156	3.97	09/15/2035	100	10000	Customer sold
02/27/2025 10:10:41 AM	2022	4	10/15/2047	99.995	4	10/15/2047	100	25000	Customer bought
02/27/2025 10:05:21 AM	2010	3.125	08/15/2026	99.963	3.15	08/15/2026	100	25000	Customer bought
02/26/2025 03:55:40 PM	2014	2.25	11/01/2027	95.521	4.03	11/01/2027	100	5000	Customer sold
02/26/2025 03:55:40 PM	2014	2.25	11/01/2027	95.621	3.989	11/01/2027	100	5000	Inter-dealer trade
02/26/2025 03:55:24 PM	2010	3.125	08/15/2026	99.56	3.435	08/15/2026	100	25000	Inter-dealer trade
02/26/2025 03:55:24 PM	2010	3.125	08/15/2026	99.46	3.505	08/15/2026	100	25000	Customer sold
02/26/2025 01:21:26 PM	2022	4	10/15/2047	99.6	4.027	10/15/2047	100	100000	Customer bought
02/25/2025 03:19:25 PM	2022	4	10/15/2047	100	3.999	10/15/2031	100	25000	Customer bought
02/25/2025 02:41:56 PM	2017	3	12/01/2033	96.066	3.525	12/01/2033	100	5000	Inter-dealer trade
02/25/2025 01:10:36 PM	2019	5	09/01/2029	107.74	2.677	09/01/2028	100	5000	Customer sold
02/25/2025 12:54:20 PM	2023	5	12/01/2026	104.164	2.568	12/01/2026	100	10000	Customer sold
02/25/2025 12:54:20 PM	2023	5	12/01/2026	104.164	2.568	12/01/2026	100	10000	Inter-dealer trade
02/25/2025 11:57:31 AM	2017	5	12/01/2025	101.458	3.048	12/01/2025	100	10000	Customer sold
02/25/2025 11:57:31 AM	2017	5	12/01/2025	101.578	2.891	12/01/2025	100	10000	Inter-dealer trade
02/25/2025 10:51:13 AM	2022	4	10/15/2047	100.125	3.978	10/15/2031	100	25000	Customer bought
02/25/2025 09:26:55 AM	2022	4	10/15/2047	99.125	4.059	10/15/2047	100	25000	Customer bought
02/25/2025 09:26:53 AM	2022	4	10/15/2047	99.125	4.059	10/15/2047	100	25000	Inter-dealer trade
